6.391073608398437500e+01,-4.023214340209960938e+01,-5.737502288818359375e+01,3.369642639160156250e+01
6.453570556640625000e+01,-3.689286422729492188e+01,-5.917858123779296875e+01,3.153572463989257812e+01
6.796429443359375000e+01,-4.046429443359375000e+01,-4.739284515380859375e+01,1.989285278320312500e+01
1.061607055664062500e+02,-3.126786422729492188e+01,-2.553569793701171875e+00,-7.233929443359375000e+01
1.139821395874023438e+02,-2.894643020629882812e+01,1.019643020629882812e+01,-9.523217773437500000e+01
6.321427917480468750e+01,-4.150000000000000000e+01,-4.107143020629882812e+01,1.935716247558593750e+01
5.864286804199218750e+01,-4.235715484619140625e+01,-4.350001144409179688e+01,2.721429061889648438e+01
5.841072082519531250e+01,-4.337500000000000000e+01,-4.144643402099609375e+01,2.641072082519531250e+01
6.203569793701171875e+01,-4.389285278320312500e+01,-3.489285659790039062e+01,1.674997329711914062e+01
6.428572082519531250e+01,-4.364286041259765625e+01,-2.450000190734863281e+01,3.857139587402343750e+00
8.894641113281250000e+01,-3.762499237060546875e+01,2.660730361938476562e+00,-5.398212432861328125e+01
8.346428680419921875e+01,-4.024999237060546875e+01,-3.821414947509765625e+00,-3.939284133911132812e+01
6.396427536010742188e+01,-6.103572845458984375e+01,-1.510711288452148438e+01,1.217856502532958984e+01
5.455357742309570312e+01,4.839279174804687500e+00,-4.508929443359375000e+01,-1.430353832244873047e+01
5.691069412231445312e+01,-3.908929443359375000e+01,-2.251783752441406250e+01,4.696433067321777344e+00
-5.021428298950195312e+01,8.507143402099609375e+01,-3.621428680419921875e+01,1.357140541076660156e+00
-3.294642639160156250e+01,-4.744644165039062500e+01,2.676786804199218750e+01,5.362500000000000000e+01
-2.303570175170898438e+01,-4.189286041259765625e+01,3.717856216430664062e+01,2.774997711181640625e+01
1.212142791748046875e+02,-3.064284706115722656e+01,5.707144546508789062e+01,-1.476428527832031250e+02
1.185892639160156250e+02,-5.383929061889648438e+01,5.716073608398437500e+01,-1.219107131958007812e+02
6.380354690551757812e+01,-5.183928680419921875e+01,-3.112500000000000000e+01,1.916075134277343750e+01
5.853569030761718750e+01,-6.253571319580078125e+01,-1.960714721679687500e+01,2.360716056823730469e+01
3.201785278320312500e+01,-4.726786422729492188e+01,-2.969642066955566406e+01,4.494644165039062500e+01
1.571429061889648438e+01,-4.992858123779296875e+01,-6.142833709716796875e+00,4.035714721679687500e+01
3.982143402099609375e+01,-3.239285278320312500e+01,-1.175000381469726562e+01,4.321430206298828125e+00
5.755356597900390625e+01,-1.208928680419921875e+01,-5.844639968872070312e+01,1.298213195800781250e+01
